Hidden_Neurons,Learning_Rate,Batch_Size,Activation_Function,Epochs,Balanced_Accuracy,Macro F1 Score,Accuracy,Time(s)
8,0.01,8,ReLU,50,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.2974413998890668
8,0.01,8,ReLU,100,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.27756479987874627
8,0.01,8,ReLU,300,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.2865488000679761
8,0.01,8,ReLU,500,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.28968729986809194
8,0.01,8,ReLU,1000,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.1927438999991864
8,0.01,8,Tanh,50,0.4935483870967742,0.4594594594594595,0.85,0.18535759998485446
8,0.01,8,Tanh,100,0.4935483870967742,0.4594594594594595,0.85,0.20713840005919337
8,0.01,8,Tanh,300,0.4935483870967742,0.4594594594594595,0.85,0.18258789996616542
8,0.01,8,Tanh,500,0.4935483870967742,0.4594594594594595,0.85,0.14201950002461672
8,0.01,8,Tanh,1000,0.4935483870967742,0.4594594594594595,0.85,0.1421711000148207
8,0.01,8,Sigmoid,50,0.5,0.4626865671641791,0.8611111111111112,0.13110770005732775
8,0.01,8,Sigmoid,100,0.5,0.4626865671641791,0.8611111111111112,0.1303310999646783
8,0.01,8,Sigmoid,300,0.5,0.4626865671641791,0.8611111111111112,0.1312492999713868
8,0.01,8,Sigmoid,500,0.5,0.4626865671641791,0.8611111111111112,0.13055119989439845
8,0.01,8,Sigmoid,1000,0.5,0.4626865671641791,0.8611111111111112,0.12112200004048645
8,0.01,8,GELU,50,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.4392996998503804
8,0.01,8,GELU,100,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.3020993999671191
8,0.01,8,GELU,300,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.3011775999329984
8,0.01,8,GELU,500,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.3127095000818372
8,0.01,8,GELU,1000,0.4941935483870968,0.48033201010465537,0.8222222222222222,0.2470096000470221
8,0.01,8,Softmax,50,0.5,0.4626865671641791,0.8611111111111112,0.2847695997916162
8,0.01,8,Softmax,100,0.5,0.4626865671641791,0.8611111111111112,0.2953435000963509
8,0.01,8,Softmax,300,0.5,0.4626865671641791,0.8611111111111112,0.27345779980532825
8,0.01,8,Softmax,500,0.5,0.4626865671641791,0.8611111111111112,0.2552821999415755
8,0.01,8,Softmax,1000,0.5,0.4626865671641791,0.8611111111111112,0.23968450003303587
8,0.01,16,ReLU,50,0.4974193548387097,0.48290241868223516,0.8277777777777777,0.16087609995156527
8,0.01,16,ReLU,100,0.4974193548387097,0.48290241868223516,0.8277777777777777,0.2141555999405682
8,0.01,16,ReLU,300,0.4974193548387097,0.48290241868223516,0.8277777777777777,0.21296369982883334
8,0.01,16,ReLU,500,0.4974193548387097,0.48290241868223516,0.8277777777777777,0.30035190004855394
8,0.01,16,ReLU,1000,0.4974193548387097,0.48290241868223516,0.8277777777777777,0.2478652000427246
