rank,dataset,classifier,params,accuracy,macro_f1,balanced_accuracy,source_file
116,parity5+5,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.5044483985765125,0.33530455351862803,0.5,parity5+5.tsv.gz
117,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.504375,0.4930637877420363,0.504375,GAMETES_Epistasis_2_Way_20atts_0.1H_EDM_1_1.tsv.gz
118,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.49875,0.4953149876345879,0.49875,GAMETES_Epistasis_3_Way_20atts_0.2H_EDM_1_1.tsv.gz
119,cloud,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.48148148148148145,0.4755191319965969,0.6523652882205514,cloud.tsv.gz
120,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.479375,0.4418234548900127,0.479375,GAMETES_Epistasis_2_Way_20atts_0.4H_EDM_1_1.tsv.gz
121,krkopt,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.4166666666666667,0.2920535051910039,0.6365826892650032,krkopt.tsv.gz
122,analcatdata_happiness,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.3,0.30278880278880277,0.4749999999999999,analcatdata_happiness.tsv.gz
123,analcatdata_germangss,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.29,0.2890280443177531,0.5266666666666666,analcatdata_germangss.tsv.gz
124,analcatdata_dmft,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.19573400250941028,0.19564717621160674,0.5174802715405035,analcatdata_dmft.tsv.gz
125,parity5,RandomForestClassifier,"n_estimators=250,min_impurity_decrease=0.006868893982853764,max_features=0.5,criterion=entropy,max_depth=17,random_state=324089",0.0,0.0,0.0,parity5.tsv.gz
